"Created","Commission","Order ID","Campaign Name","Status","Paid","Client Name","Client Email","Product","Referral Source","Note"
"2026-06-02 05:05:47","29.5","7500000003950(1)","VIP Membership","A","P","Quinn Ashcroft","quinn.ashcroft@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-06-01 14:53:22","7.9","7500000043845(1)","VIP Membership","A","P","Silas Ainsworth","silas.ainsworth@example.net","Pseudo VIP Starter Rate","Wren Calloway",""
"2026-06-01 08:40:01","0","failed_178908_2026-06-01","Membership cancellations","A","P","Maren Kingsley","maren.kingsley@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-06-01 04:21:12","7.9","285309","VIP Membership","A","P","Parker Fairbanks","parker.fairbanks@example.org","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-05-28 23:33:08","19.5","7500000122200(1)","VIP Membership Scholarship Rate","A","P","Maren Brennan","maren.brennan@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-28 13:33:01","0","7500000120659(1)","VIP Membership","A","P","Iris Sinclair","iris.sinclair@example.org","Pseudo VIP Monthly","Sutton Kingsley",""
"2026-05-28 13:00:50","19.5","7500000046604(1)","VIP Membership Scholarship Rate","A","P","Rory Thackeray","rory.thackeray@example.org","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-28 11:05:05","4.95","7500000118573(1)","Coach Discounted VIP","A","P","Sawyer Larkspur","sawyer.larkspur@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-05-28 08:35:18","3.07","7500000109769(1)","Coach Discounted VIP","A","P","Everly Ellsworth","everly.ellsworth@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-05-28 08:10:49","19.5","7500000114288(1)","VIP Membership Scholarship Rate","A","P","Parker Oakley","parker.oakley@example.net","Pseudo VIP Scholarship","Wren Calloway",""
"2026-05-28 02:45:51","5.93","7500000105835(1)","VIP Membership","A","P","Rowan Blackwood","rowan.blackwood@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-05-27 23:38:14","19.5","7500000112603(1)","VIP Membership Scholarship Rate","A","P","Finley Yarrow","finley.yarrow@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-27 11:50:25","39.5","712746","VIP Membership","A","P","Blair Harrington","blair.harrington@example.net","Pseudo VIP Monthly","Sutton Kingsley",""
"2026-05-26 11:08:14","0","cancel_104840_2026-05-26","Membership cancellations","A","P","Sabine Fairbanks","sabine.fairbanks@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-05-26 07:53:24","0","cancel_124915_2026-05-26","Membership cancellations","A","P","Zane Jessup","zane.jessup@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-05-26 05:59:39","0","cancel_306753_2026-05-26","Membership cancellations","A","P","Quinn Hollister","quinn.hollister@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-22 18:17:00","24.5","7500000129689(1)","VIP Membership","A","P","Mabel Fairbanks","mabel.fairbanks@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-05-17 18:43:00","7.9","7500000127099(1)","VIP Membership","A","P","Elliot Cartwright","elliot.cartwright@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-05-17 18:40:18","7.9","7500000029602(1)","VIP Membership","A","P","Esme Jessup","esme.jessup@example.org","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-05-16 23:46:03","19.5","7500000031150(1)","VIP Membership Scholarship Rate","A","P","Keaton Blackwood","keaton.blackwood@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-15 19:20:12","19.5","426055","VIP Membership Scholarship Rate","A","P","Grayson Dunmore","grayson.dunmore@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-15 16:19:22","19.5","7500000101535(1)","VIP Membership Scholarship Rate","A","P","Blair Prescott","blair.prescott@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-14 20:04:32","4.95","7500000047627(1)","Coach Discounted VIP","A","P","Maren Ainsworth","maren.ainsworth@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-05-14 18:28:52","18.29","7500000037219(1)","VIP Membership","A","P","Sloane Pemberton","sloane.pemberton@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-05-14 11:25:44","0","7500000055690(1)","Coach Discounted VIP","A","P","Priya Montrose","priya.montrose@example.org","Pseudo Coach VIP","Sutton Kingsley",""
"2026-05-14 02:37:52","24.5","7500000053150(1)","VIP Membership","A","P","Wesley Winslow","wesley.winslow@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-05-12 20:40:26","39.5","7500000006847(1)","VIP Membership","A","P","Anouk Kingsley","anouk.kingsley@example.org","Pseudo VIP Monthly","Sutton Kingsley",""
"2026-05-12 09:42:33","22.12","7500000041919(1)","VIP Membership","A","P","Iris Thackeray","iris.thackeray@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-05-12 00:18:42","24.5","7500000084228(1)","VIP Membership","A","P","Camden Prescott","camden.prescott@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-05-11 06:34:46","24.5","309414","VIP Membership","A","P","Freya Dunmore","freya.dunmore@example.org","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-05-10 12:53:51","29.5","7500000097596(1)","VIP Membership","A","P","Odette Merrick","odette.merrick@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-05-10 08:29:59","7.9","7500000012207(1)","VIP Membership","A","P","Iris Winslow","iris.winslow@example.org","Pseudo VIP Starter Rate","Maren Sinclair",""
"2026-05-08 04:15:01","4.95","7500000066375(1)","Coach Discounted VIP","A","P","Esme Blackwood","esme.blackwood@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-05-08 03:09:02","29.5","7500000088270(1)","VIP Membership","A","P","Finley Underwood","finley.underwood@example.org","Pseudo VIP Mensual - (renovación)","Blair Montrose",""
"2026-05-07 21:53:59","7.9","7500000019033(1)","VIP Membership","A","P","Owen Calloway","owen.calloway@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2026-05-06 19:21:53","19.5","435845","VIP Membership Scholarship Rate","A","P","Camden Pemberton","camden.pemberton@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-06 08:46:33","29.5","7500000025567(1)","VIP Membership","A","P","Sutton Cartwright","sutton.cartwright@example.net","Pseudo VIP Mensual (renovación)","Wren Calloway",""
"2026-05-06 01:52:59","4.95","7500000049621(1)","Coach Discounted VIP","A","P","Owen Whitfield","owen.whitfield@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-05-05 22:14:14","29.5","7500000058687(1)","VIP Membership","A","P","Finley Jessup","finley.jessup@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-05-04 09:18:38","7.9","7500000079261(1)","VIP Membership","A","P","Sabine Sterling","sabine.sterling@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-05-03 08:40:01","19.5","178908","VIP Membership Scholarship Rate","A","P","Maren Kingsley","maren.kingsley@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-05-03 01:27:02","4.95","7500000069277(1)","Coach Discounted VIP","A","P","Teagan Brennan","teagan.brennan@example.com","Pseudo Coach VIP","Maren Sinclair",""
"2026-05-03 00:11:07","24.5","7500000074359(1)","VIP Membership","A","P","Rory Dunmore","rory.dunmore@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-05-02 10:00:50","7.9","7500000023286(1)","VIP Membership","A","P","Wren Radcliffe","wren.radcliffe@example.net","Pseudo VIP Starter Rate","Elliot Fairbanks",""
"2026-05-02 08:40:28","29.5","7500000090952(1)","VIP Membership","A","P","Marlowe Radcliffe","marlowe.radcliffe@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-05-02 04:44:47","29.5","7500000003135(1)","VIP Membership","A","P","Quinn Ashcroft","quinn.ashcroft@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-05-01 14:39:22","7.9","7500000043127(1)","VIP Membership","A","P","Silas Ainsworth","silas.ainsworth@example.net","Pseudo VIP Starter Rate","Wren Calloway",""
"2026-05-01 03:19:12","7.9","285309","VIP Membership","A","P","Parker Fairbanks","parker.fairbanks@example.org","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-04-28 23:20:08","19.5","7500000122071(1)","VIP Membership Scholarship Rate","A","P","Maren Brennan","maren.brennan@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-28 13:52:01","0","7500000120565(1)","VIP Membership","A","P","Iris Sinclair","iris.sinclair@example.org","Pseudo VIP Monthly","Sutton Kingsley",""
"2026-04-28 13:02:50","19.5","7500000046320(1)","VIP Membership Scholarship Rate","A","P","Rory Thackeray","rory.thackeray@example.org","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-28 12:54:21","24.5","7500000096678(1)","VIP Membership","A","P","Jonah Radcliffe","jonah.radcliffe@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-04-28 11:08:14","4.95","104840","Coach Discounted VIP","A","P","Sabine Fairbanks","sabine.fairbanks@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-04-28 10:53:05","4.95","7500000117710(1)","Coach Discounted VIP","A","P","Sawyer Larkspur","sawyer.larkspur@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-04-28 07:53:24","4.95","124915","Coach Discounted VIP","A","P","Zane Jessup","zane.jessup@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-04-28 07:47:18","3.07","7500000109318(1)","Coach Discounted VIP","A","P","Everly Ellsworth","everly.ellsworth@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-04-28 06:54:49","19.5","7500000113661(1)","VIP Membership Scholarship Rate","A","P","Parker Oakley","parker.oakley@example.net","Pseudo VIP Scholarship","Wren Calloway",""
"2026-04-28 05:59:39","19.5","306753","VIP Membership Scholarship Rate","A","P","Quinn Hollister","quinn.hollister@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-28 05:29:43","29.5","7500000095138(1)","VIP Membership","A","P","Sawyer Oakley","sawyer.oakley@example.org","Pseudo VIP Mensual (renovación)","Maren Sinclair",""
"2026-04-28 04:07:51","5.93","7500000105008(1)","VIP Membership","A","P","Rowan Blackwood","rowan.blackwood@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-04-28 00:31:14","19.5","7500000112351(1)","VIP Membership Scholarship Rate","A","P","Finley Yarrow","finley.yarrow@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-27 10:53:25","39.5","712746","VIP Membership","A","P","Blair Harrington","blair.harrington@example.net","Pseudo VIP Monthly","Sutton Kingsley",""
"2026-04-22 17:41:00","24.5","7500000129545(1)","VIP Membership","A","P","Mabel Fairbanks","mabel.fairbanks@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-04-17 19:14:18","7.9","7500000029040(1)","VIP Membership","A","P","Esme Jessup","esme.jessup@example.org","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-04-17 17:59:00","7.9","7500000127072(1)","VIP Membership","A","P","Elliot Cartwright","elliot.cartwright@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-04-17 00:29:03","19.5","7500000030827(1)","VIP Membership Scholarship Rate","A","P","Keaton Blackwood","keaton.blackwood@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-15 18:43:12","19.5","426055","VIP Membership Scholarship Rate","A","P","Grayson Dunmore","grayson.dunmore@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-15 14:52:22","19.5","7500000100861(1)","VIP Membership Scholarship Rate","A","P","Blair Prescott","blair.prescott@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-14 19:17:52","29.5","7500000036894(1)","VIP Membership","A","P","Sloane Pemberton","sloane.pemberton@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-04-14 18:50:32","4.95","7500000047441(1)","Coach Discounted VIP","A","P","Maren Ainsworth","maren.ainsworth@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-04-14 11:11:44","0","7500000055079(1)","Coach Discounted VIP","A","P","Priya Montrose","priya.montrose@example.org","Pseudo Coach VIP","Sutton Kingsley",""
"2026-04-14 01:35:52","24.5","7500000052435(1)","VIP Membership","A","P","Wesley Winslow","wesley.winslow@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-04-13 20:46:02","7.9","7500000034374(1)","VIP Membership","A","P","Rowan Kingsley","rowan.kingsley@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2026-04-12 20:35:26","39.5","7500000006620(1)","VIP Membership","A","P","Anouk Kingsley","anouk.kingsley@example.org","Pseudo VIP Monthly","Sutton Kingsley",""
"2026-04-12 09:32:33","29.5","7500000041182(1)","VIP Membership","A","P","Iris Thackeray","iris.thackeray@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-04-12 00:21:42","24.5","7500000083759(1)","VIP Membership","A","P","Camden Prescott","camden.prescott@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-04-11 05:13:46","24.5","309414","VIP Membership","A","P","Freya Dunmore","freya.dunmore@example.org","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-04-10 07:50:59","7.9","7500000011425(1)","VIP Membership","A","P","Iris Winslow","iris.winslow@example.org","Pseudo VIP Starter Rate","Maren Sinclair",""
"2026-04-08 03:46:01","4.95","7500000065801(1)","Coach Discounted VIP","A","P","Esme Blackwood","esme.blackwood@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-04-08 02:03:02","29.5","7500000088249(1)","VIP Membership","A","P","Finley Underwood","finley.underwood@example.org","Pseudo VIP Mensual - (renovación)","Blair Montrose",""
"2026-04-07 22:20:59","7.9","7500000018367(1)","VIP Membership","A","P","Owen Calloway","owen.calloway@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2026-04-06 19:27:53","19.5","435845","VIP Membership Scholarship Rate","A","P","Camden Pemberton","camden.pemberton@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-05 09:32:13","19.5","7500000031738(1)","VIP Membership Scholarship Rate","A","P","Sloane Northcott","sloane.northcott@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-04 09:29:38","7.9","7500000078725(1)","VIP Membership","A","P","Sabine Sterling","sabine.sterling@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-04-03 09:24:01","19.5","178908","VIP Membership Scholarship Rate","A","P","Maren Kingsley","maren.kingsley@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-04-03 00:19:02","4.95","7500000068730(1)","Coach Discounted VIP","A","P","Teagan Brennan","teagan.brennan@example.com","Pseudo Coach VIP","Maren Sinclair",""
"2026-04-02 23:57:07","24.5","7500000074254(1)","VIP Membership","A","P","Rory Dunmore","rory.dunmore@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-04-02 09:51:28","29.5","7500000090070(1)","VIP Membership","A","P","Marlowe Radcliffe","marlowe.radcliffe@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-04-02 09:35:50","7.9","7500000022490(1)","VIP Membership","A","P","Wren Radcliffe","wren.radcliffe@example.net","Pseudo VIP Starter Rate","Elliot Fairbanks",""
"2026-04-02 05:50:47","29.5","7500000003074(1)","VIP Membership","A","P","Quinn Ashcroft","quinn.ashcroft@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-03-31 22:48:08","19.5","7500000121458(1)","VIP Membership Scholarship Rate","A","P","Maren Brennan","maren.brennan@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-29 08:04:49","19.5","7500000113453(1)","VIP Membership Scholarship Rate","A","P","Parker Oakley","parker.oakley@example.net","Pseudo VIP Scholarship","Wren Calloway",""
"2026-03-28 14:19:21","24.5","7500000096519(1)","VIP Membership","A","P","Jonah Radcliffe","jonah.radcliffe@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-03-28 12:56:50","19.5","7500000046043(1)","VIP Membership Scholarship Rate","A","P","Rory Thackeray","rory.thackeray@example.org","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-28 12:19:14","4.95","104840","Coach Discounted VIP","A","P","Sabine Fairbanks","sabine.fairbanks@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-03-28 09:44:05","4.95","7500000117193(1)","Coach Discounted VIP","A","P","Sawyer Larkspur","sawyer.larkspur@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-03-28 08:15:24","4.95","124915","Coach Discounted VIP","A","P","Zane Jessup","zane.jessup@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-03-28 07:47:18","3.07","7500000109271(1)","Coach Discounted VIP","A","P","Everly Ellsworth","everly.ellsworth@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-03-28 05:09:39","19.5","306753","VIP Membership Scholarship Rate","A","P","Quinn Hollister","quinn.hollister@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-28 04:53:43","29.5","7500000095128(1)","VIP Membership","A","P","Sawyer Oakley","sawyer.oakley@example.org","Pseudo VIP Mensual (renovación)","Maren Sinclair",""
"2026-03-28 02:43:51","7.9","7500000104310(1)","VIP Membership","A","P","Rowan Blackwood","rowan.blackwood@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-03-28 01:59:14","19.5","7500000111809(1)","VIP Membership Scholarship Rate","A","P","Finley Yarrow","finley.yarrow@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-23 19:45:00","14.87","7500000063600(1)","Coach: Wellness","A","P","Sutton Thackeray","sutton.thackeray@example.net","Pseudo Protein Blend","Sutton Kingsley",""
"2026-03-22 17:58:00","24.5","7500000128957(1)","VIP Membership","A","P","Mabel Fairbanks","mabel.fairbanks@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-03-17 19:27:18","7.9","7500000029026(1)","VIP Membership","A","P","Esme Jessup","esme.jessup@example.org","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-03-17 01:40:03","19.5","7500000030502(1)","VIP Membership Scholarship Rate","A","P","Keaton Blackwood","keaton.blackwood@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-15 19:04:12","19.5","426055","VIP Membership Scholarship Rate","A","P","Grayson Dunmore","grayson.dunmore@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-15 13:52:22","19.5","7500000100405(1)","VIP Membership Scholarship Rate","A","P","Blair Prescott","blair.prescott@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-14 19:18:52","29.5","7500000036764(1)","VIP Membership","A","P","Sloane Pemberton","sloane.pemberton@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-03-14 11:55:44","0","7500000054313(1)","Coach Discounted VIP","A","P","Priya Montrose","priya.montrose@example.org","Pseudo Coach VIP","Sutton Kingsley",""
"2026-03-13 19:26:02","7.9","7500000033793(1)","VIP Membership","A","P","Rowan Kingsley","rowan.kingsley@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2026-03-12 19:31:26","39.5","7500000005782(1)","VIP Membership","A","P","Anouk Kingsley","anouk.kingsley@example.org","Pseudo VIP Monthly","Sutton Kingsley",""
"2026-03-12 09:06:33","29.5","7500000040389(1)","VIP Membership","A","P","Iris Thackeray","iris.thackeray@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-03-11 23:33:42","24.5","7500000083505(1)","VIP Membership","A","P","Camden Prescott","camden.prescott@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-03-11 06:27:46","24.5","309414","VIP Membership","A","P","Freya Dunmore","freya.dunmore@example.org","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-03-10 15:16:51","29.5","7500000097533(1)","VIP Membership","A","P","Odette Merrick","odette.merrick@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-03-10 08:10:59","7.9","7500000010766(1)","VIP Membership","A","P","Iris Winslow","iris.winslow@example.org","Pseudo VIP Starter Rate","Maren Sinclair",""
"2026-03-08 02:53:02","29.5","7500000087897(1)","VIP Membership","A","P","Finley Underwood","finley.underwood@example.org","Pseudo VIP Mensual - (renovación)","Blair Montrose",""
"2026-03-08 02:36:01","4.95","7500000065544(1)","Coach Discounted VIP","A","P","Esme Blackwood","esme.blackwood@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-03-07 23:19:59","7.9","7500000018152(1)","VIP Membership","A","P","Owen Calloway","owen.calloway@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2026-03-06 21:50:00","10.62","7500000061794(1)","Coach: Consumables","A","P","Linnea Ingram","linnea.ingram@example.com","Pseudo Hydration Mix","Maren Sinclair",""
"2026-03-06 19:31:53","19.5","435845","VIP Membership Scholarship Rate","A","P","Camden Pemberton","camden.pemberton@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-05 08:07:13","19.5","7500000031519(1)","VIP Membership Scholarship Rate","A","P","Sloane Northcott","sloane.northcott@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-04 10:24:38","7.9","7500000078310(1)","VIP Membership","A","P","Sabine Sterling","sabine.sterling@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-03-03 10:22:01","19.5","178908","VIP Membership Scholarship Rate","A","P","Maren Kingsley","maren.kingsley@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-03-03 01:05:07","24.5","7500000073754(1)","VIP Membership","A","P","Rory Dunmore","rory.dunmore@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-03-03 00:43:02","4.95","7500000068020(1)","Coach Discounted VIP","A","P","Teagan Brennan","teagan.brennan@example.com","Pseudo Coach VIP","Maren Sinclair",""
"2026-03-02 08:51:28","29.5","7500000089872(1)","VIP Membership","A","P","Marlowe Radcliffe","marlowe.radcliffe@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-03-02 08:48:50","7.9","7500000022087(1)","VIP Membership","A","P","Wren Radcliffe","wren.radcliffe@example.net","Pseudo VIP Starter Rate","Elliot Fairbanks",""
"2026-03-02 07:17:47","29.5","7500000002383(1)","VIP Membership","A","P","Quinn Ashcroft","quinn.ashcroft@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-02-28 13:20:14","4.95","104840","Coach Discounted VIP","A","P","Sabine Fairbanks","sabine.fairbanks@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-02-28 13:11:21","24.5","7500000095685(1)","VIP Membership","A","P","Jonah Radcliffe","jonah.radcliffe@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-02-28 12:37:50","19.5","7500000045460(1)","VIP Membership Scholarship Rate","A","P","Rory Thackeray","rory.thackeray@example.org","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-02-28 07:57:18","4.95","7500000108791(1)","Coach Discounted VIP","A","P","Everly Ellsworth","everly.ellsworth@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-02-28 07:08:24","4.95","124915","Coach Discounted VIP","A","P","Zane Jessup","zane.jessup@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-02-28 06:06:43","29.5","7500000094835(1)","VIP Membership","A","P","Sawyer Oakley","sawyer.oakley@example.org","Pseudo VIP Mensual (renovación)","Maren Sinclair",""
"2026-02-28 05:20:39","19.5","306753","VIP Membership Scholarship Rate","A","P","Quinn Hollister","quinn.hollister@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-02-28 02:11:51","7.9","7500000103743(1)","VIP Membership","A","P","Rowan Blackwood","rowan.blackwood@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-02-28 00:58:14","19.5","7500000111487(1)","VIP Membership Scholarship Rate","A","P","Finley Yarrow","finley.yarrow@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-02-22 17:48:00","24.5","7500000128427(1)","VIP Membership","A","P","Mabel Fairbanks","mabel.fairbanks@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-02-17 18:56:18","7.9","7500000028146(1)","VIP Membership","A","P","Esme Jessup","esme.jessup@example.org","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-02-16 08:04:00","14.87","7500000060976(1)","Coach: Wellness","A","P","Linnea Ingram","linnea.ingram@example.com","Pseudo Protein Blend","Maren Sinclair",""
"2026-02-16 07:00:00","10.62","7500000063949(1)","Coach: Consumables","A","P","Willa Fitzgerald","willa.fitzgerald@example.com","Pseudo Hydration Mix","Sutton Kingsley",""
"2026-02-15 19:52:12","19.5","426055","VIP Membership Scholarship Rate","A","P","Grayson Dunmore","grayson.dunmore@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-02-15 14:02:22","19.5","7500000099658(1)","VIP Membership Scholarship Rate","A","P","Blair Prescott","blair.prescott@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-02-14 17:49:52","29.5","7500000036631(1)","VIP Membership","A","P","Sloane Pemberton","sloane.pemberton@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-02-13 20:56:02","7.9","7500000033035(1)","VIP Membership","A","P","Rowan Kingsley","rowan.kingsley@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2026-02-12 09:51:33","29.5","7500000039654(1)","VIP Membership","A","P","Iris Thackeray","iris.thackeray@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-02-11 22:14:42","24.5","7500000082839(1)","VIP Membership","A","P","Camden Prescott","camden.prescott@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-02-11 06:34:46","24.5","309414","VIP Membership","A","P","Freya Dunmore","freya.dunmore@example.org","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-02-10 14:54:51","29.5","7500000096953(1)","VIP Membership","A","P","Odette Merrick","odette.merrick@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-02-10 08:45:59","7.9","7500000010638(1)","VIP Membership","A","P","Iris Winslow","iris.winslow@example.org","Pseudo VIP Starter Rate","Maren Sinclair",""
"2026-02-08 03:26:01","4.95","7500000065125(1)","Coach Discounted VIP","A","P","Esme Blackwood","esme.blackwood@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-02-08 02:17:02","29.5","7500000087537(1)","VIP Membership","A","P","Finley Underwood","finley.underwood@example.org","Pseudo VIP Mensual - (renovación)","Blair Montrose",""
"2026-02-07 23:35:59","7.9","7500000017531(1)","VIP Membership","A","P","Owen Calloway","owen.calloway@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2026-02-06 20:25:53","19.5","435845","VIP Membership Scholarship Rate","A","P","Camden Pemberton","camden.pemberton@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-02-04 09:38:38","7.9","7500000078039(1)","VIP Membership","A","P","Sabine Sterling","sabine.sterling@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-02-03 10:49:01","19.5","178908","VIP Membership Scholarship Rate","A","P","Maren Kingsley","maren.kingsley@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-02-03 01:11:07","24.5","7500000073056(1)","VIP Membership","A","P","Rory Dunmore","rory.dunmore@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
